 (3.935344517230987549e-01+4.656612873077392578e-10j)  (3.802831470966339111e-01+7.758957892656326294e-02j)  (3.802831768989562988e-01-7.758957892656326294e-02j)  (6.064655184745788574e-01+9.313225746154785156e-10j)
 (5.000494122505187988e-01+0.000000000000000000e+00j)  (8.906766772270202637e-03-2.323344349861145020e-02j)  (8.906766772270202637e-03+2.323345839977264404e-02j)  (4.999503791332244873e-01-9.313225746154785156e-10j)
 (4.497575759887695312e-01+0.000000000000000000e+00j)  (-5.424764007329940796e-03-6.311237812042236328e-04j)  (-5.424765869975090027e-03+6.311237812042236328e-04j)  (5.502451062202453613e-01+0.000000000000000000e+00j)
 (5.172716379165649414e-01-1.490116119384765625e-08j)  (2.956145107746124268e-01+3.549739718437194824e-01j)  (2.956145107746124268e-01-3.549739718437194824e-01j)  (4.827308952808380127e-01+7.450580596923828125e-09j)
 (3.905181288719177246e-01+0.000000000000000000e+00j)  (4.458971321582794189e-02+4.536946117877960205e-02j)  (4.458972066640853882e-02-4.536945372819900513e-02j)  (6.094827651977539062e-01+0.000000000000000000e+00j)
 (2.604137361049652100e-01+0.000000000000000000e+00j)  (4.264150559902191162e-02-4.282598197460174561e-02j)  (4.264150559902191162e-02+4.282598197460174561e-02j)  (7.395848631858825684e-01+0.000000000000000000e+00j)
 (6.162471175193786621e-01+7.566995918750762939e-09j)  (1.086117327213287354e-02+2.861531078815460205e-02j)  (1.086117327213287354e-02-2.861531078815460205e-02j)  (3.837530612945556641e-01-3.725290298461914062e-09j)
 (7.426176071166992188e-01+0.000000000000000000e+00j)  (1.197610795497894287e-01+7.977151125669479370e-02j)  (1.197610795497894287e-01-7.977151870727539062e-02j)  (2.573846280574798584e-01+1.862645149230957031e-09j)
 (7.385535240173339844e-01-1.490116119384765625e-08j)  (-1.696372404694557190e-02-2.817906439304351807e-03j)  (-1.696372404694557190e-02+2.817906439304351807e-03j)  (2.614463865756988525e-01-7.275957614183425903e-12j)
 (6.695235371589660645e-01+1.455191522836685181e-11j)  (3.302618861198425293e-02-4.920563194900751114e-03j)  (3.302617743611335754e-02+4.920562729239463806e-03j)  (3.304778635501861572e-01+0.000000000000000000e+00j)
 (2.924103438854217529e-01+7.450580596923828125e-09j)  (1.819083467125892639e-03+1.250530779361724854e-01j)  (1.819081604480743408e-03-1.250530481338500977e-01j)  (7.075899243354797363e-01+4.656612873077392578e-10j)
 (4.295562803745269775e-01+0.000000000000000000e+00j)  (-2.732564806938171387e-01-2.003843486309051514e-01j)  (-2.732565104961395264e-01+2.003843486309051514e-01j)  (5.704451799392700195e-01-1.490116119384765625e-08j)
 (3.296173214912414551e-01+0.000000000000000000e+00j)  (6.400686502456665039e-02+9.500671178102493286e-03j)  (6.400686502456665039e-02-9.500671178102493286e-03j)  (6.703830361366271973e-01+7.421476766467094421e-09j)
 (4.523863196372985840e-01-4.656612873077392578e-10j)  (-7.281960546970367432e-02-6.866836920380592346e-04j)  (-7.281962037086486816e-02+6.866846233606338501e-04j)  (5.476103425025939941e-01+0.000000000000000000e+00j)
 (4.704735577106475830e-01+0.000000000000000000e+00j)  (-4.577320069074630737e-03-8.535291999578475952e-05j)  (-4.577316343784332275e-03+8.535291999578475952e-05j)  (5.295267105102539062e-01+0.000000000000000000e+00j)
 (2.500900626182556152e-01-3.608874976634979248e-09j)  (-2.153759822249412537e-02-2.086778543889522552e-02j)  (-2.153759822249412537e-02+2.086777985095977783e-02j)  (7.499107122421264648e-01+0.000000000000000000e+00j)
 (5.793178677558898926e-01+1.466833055019378662e-08j)  (-4.684431105852127075e-02+7.148592174053192139e-02j)  (-4.684430360794067383e-02-7.148592174053192139e-02j)  (4.206827282905578613e-01+0.000000000000000000e+00j)
 (6.405407786369323730e-01-2.980232238769531250e-08j)  (1.498701050877571106e-02+1.364590078592300415e-01j)  (1.498701050877571106e-02-1.364590078592300415e-01j)  (3.594611585140228271e-01-3.725290298461914062e-09j)
