 (4.374892115592956543e-01+0.000000000000000000e+00j)  (6.450976431369781494e-02+2.106645405292510986e-01j)  (6.450975686311721802e-02-2.106645405292510986e-01j)  (5.625088810920715332e-01-1.490116119384765625e-08j)
 (1.318527311086654663e-01+0.000000000000000000e+00j)  (2.492670714855194092e-02+1.198117136955261230e-01j)  (2.492670714855194092e-02-1.198117136955261230e-01j)  (8.681483864784240723e-01+1.164153218269348145e-10j)
 (5.812315344810485840e-01+0.000000000000000000e+00j)  (1.473854780197143555e-01-1.839660555124282837e-01j)  (1.473854780197143555e-01+1.839660555124282837e-01j)  (4.187715649604797363e-01+7.450580596923828125e-09j)
 (7.251407504081726074e-01-4.656612873077392578e-09j)  (2.468011081218719482e-01+8.609095960855484009e-02j)  (2.468011230230331421e-01-8.609097450971603394e-02j)  (2.748603820800781250e-01+9.313225746154785156e-10j)
 (5.492957234382629395e-01+0.000000000000000000e+00j)  (-2.305447459220886230e-01-1.868743300437927246e-01j)  (-2.305447161197662354e-01+1.868743300437927246e-01j)  (4.507039785385131836e-01+0.000000000000000000e+00j)
 (4.442607164382934570e-01+0.000000000000000000e+00j)  (2.156439423561096191e-01-2.680385708808898926e-01j)  (2.156439572572708130e-01+2.680385708808898926e-01j)  (5.557378530502319336e-01+1.862645149230957031e-09j)
 (3.202073872089385986e-01+0.000000000000000000e+00j)  (-1.302341669797897339e-01-3.791275322437286377e-01j)  (-1.302341669797897339e-01+3.791275322437286377e-01j)  (6.797937750816345215e-01+1.490116119384765625e-08j)
 (8.176509737968444824e-01+0.000000000000000000e+00j)  (1.173793338239192963e-02+4.772624373435974121e-02j)  (1.173793338239192963e-02-4.772624373435974121e-02j)  (1.823532581329345703e-01+0.000000000000000000e+00j)
 (6.388177275657653809e-01-1.164153218269348145e-10j)  (-1.796408891677856445e-01+1.199257075786590576e-01j)  (-1.796409040689468384e-01-1.199257075786590576e-01j)  (3.611852526664733887e-01+7.450580596923828125e-09j)
 (5.005031228065490723e-01+7.450580596923828125e-09j)  (-5.402415990829467773e-04+2.517044544219970703e-03j)  (-5.402266979217529297e-04-2.517044544219970703e-03j)  (4.994965195655822754e-01+0.000000000000000000e+00j)
 (5.622738599777221680e-01+1.490116119384765625e-08j)  (-2.737753391265869141e-01+1.848863661289215088e-01j)  (-2.737753391265869141e-01-1.848863661289215088e-01j)  (4.377290308475494385e-01-3.725290298461914062e-09j)
 (4.956886470317840576e-01+0.000000000000000000e+00j)  (2.893209457397460938e-04+4.772692918777465820e-03j)  (2.893283963203430176e-04-4.772707819938659668e-03j)  (5.043152570724487305e-01+0.000000000000000000e+00j)
 (3.235877156257629395e-01+4.656612873077392578e-10j)  (-1.524084508419036865e-01+6.620148569345474243e-02j)  (-1.524084806442260742e-01-6.620148569345474243e-02j)  (6.764110922813415527e-01-2.980232238769531250e-08j)
 (4.620949625968933105e-01+0.000000000000000000e+00j)  (-3.506258130073547363e-02-1.880590617656707764e-02j)  (-3.506258130073547363e-02+1.880590617656707764e-02j)  (5.379041433334350586e-01-7.450580596923828125e-09j)
 (4.956532418727874756e-01-2.328306436538696289e-10j)  (4.352964460849761963e-04+1.279748976230621338e-03j)  (4.352945834398269653e-04-1.279741525650024414e-03j)  (5.043467879295349121e-01-2.328306436538696289e-10j)
 (4.932943880558013916e-01-7.450580596923828125e-09j)  (4.231309890747070312e-02-4.496388137340545654e-03j)  (4.231306910514831543e-02+4.496395587921142578e-03j)  (5.067070722579956055e-01+7.450580596923828125e-09j)
 (6.033895015716552734e-01+9.313225746154785156e-10j)  (-7.179343700408935547e-02-8.505641669034957886e-02j)  (-7.179342210292816162e-02+8.505641669034957886e-02j)  (3.966072201728820801e-01+0.000000000000000000e+00j)
 (5.085396766662597656e-01+0.000000000000000000e+00j)  (-5.597287416458129883e-02+6.965836882591247559e-02j)  (-5.597285926342010498e-02-6.965839862823486328e-02j)  (4.914633631706237793e-01+3.725290298461914062e-09j)
 (4.936752319335937500e-01+1.117587089538574219e-08j)  (-1.820589601993560791e-02-2.965137362480163574e-02j)  (-1.820591092109680176e-02+2.965135872364044189e-02j)  (5.063253641128540039e-01+0.000000000000000000e+00j)
 (4.602510333061218262e-01+0.000000000000000000e+00j)  (2.374696135520935059e-01+5.141725763678550720e-03j)  (2.374696135520935059e-01-5.141723901033401489e-03j)  (5.397508740425109863e-01-9.313225746154785156e-09j)
