 (5.255169868469238281e-01-1.862645149230957031e-08j)  (4.988577961921691895e-02-9.279668331146240234e-03j)  (4.988577961921691895e-02+9.279668331146240234e-03j)  (4.744836390018463135e-01+7.450580596923828125e-09j)
 (5.181931853294372559e-01-7.334165275096893311e-09j)  (1.660809665918350220e-02-4.673081636428833008e-02j)  (1.660810410976409912e-02+4.673081636428833008e-02j)  (4.818061292171478271e-01+0.000000000000000000e+00j)
 (6.433855891227722168e-01+0.000000000000000000e+00j)  (-5.788236856460571289e-02+2.568559050559997559e-01j)  (-5.788236856460571289e-02-2.568559050559997559e-01j)  (3.566163480281829834e-01-7.450580596923828125e-09j)
 (6.671238541603088379e-01-2.328306436538696289e-10j)  (2.214988768100738525e-01-1.846290379762649536e-01j)  (2.214988768100738525e-01+1.846290230751037598e-01j)  (3.328763842582702637e-01-9.313225746154785156e-10j)
 (7.074332237243652344e-01+0.000000000000000000e+00j)  (1.384401917457580566e-01-2.115773037075996399e-02j)  (1.384401917457580566e-01+2.115773409605026245e-02j)  (2.925664782524108887e-01+0.000000000000000000e+00j)
 (9.444336891174316406e-01+2.981687430292367935e-08j)  (9.105103462934494019e-02+1.118685007095336914e-01j)  (9.105102717876434326e-02-1.118685007095336914e-01j)  (5.556748807430267334e-02-9.313225746154785156e-10j)
 (5.050532221794128418e-01+0.000000000000000000e+00j)  (2.436627447605133057e-02+4.910379648208618164e-03j)  (2.436628937721252441e-02-4.910364747047424316e-03j)  (4.949485063552856445e-01-7.450580596923828125e-09j)
 (4.107663631439208984e-01+0.000000000000000000e+00j)  (4.211176559329032898e-02+8.282152563333511353e-02j)  (4.211176186800003052e-02-8.282152563333511353e-02j)  (5.892350673675537109e-01+1.862645149230957031e-09j)
 (7.891239523887634277e-01+1.455191522836685181e-11j)  (2.796063013374805450e-02+1.176131516695022583e-02j)  (2.796063385903835297e-02-1.176131516695022583e-02j)  (2.108805626630783081e-01+5.820766091346740723e-11j)
 (4.995659589767456055e-01-1.490116119384765625e-08j)  (1.195751130580902100e-03-3.270298242568969727e-03j)  (1.195743680000305176e-03+3.270357847213745117e-03j)  (5.004329085350036621e-01+0.000000000000000000e+00j)
 (6.064999103546142578e-01+3.725290298461914062e-09j)  (-7.255754619836807251e-02-1.727357506752014160e-01j)  (-7.255754619836807251e-02+1.727357506752014160e-01j)  (3.934961557388305664e-01+0.000000000000000000e+00j)
 (5.807196497917175293e-01+0.000000000000000000e+00j)  (1.880943626165390015e-01+4.354158788919448853e-02j)  (1.880943626165390015e-01-4.354160279035568237e-02j)  (4.192806780338287354e-01+0.000000000000000000e+00j)
 (2.280889451503753662e-01-9.313225746154785156e-10j)  (3.547917306423187256e-02+1.581730395555496216e-01j)  (3.547917306423187256e-02-1.581730395555496216e-01j)  (7.719125747680664062e-01+2.095475792884826660e-09j)
 (4.260292649269104004e-01+0.000000000000000000e+00j)  (-3.852023184299468994e-02+6.032815575599670410e-02j)  (-3.852023184299468994e-02-6.032816320657730103e-02j)  (5.739710330963134766e-01+1.862645149230957031e-09j)
 (5.014029741287231445e-01+8.149072527885437012e-10j)  (5.974434316158294678e-05+5.413442850112915039e-04j)  (5.974434316158294678e-05-5.413368344306945801e-04j)  (4.985972046852111816e-01-1.164153218269348145e-10j)
 (2.172084450721740723e-01+0.000000000000000000e+00j)  (-2.669498920440673828e-01+3.387014381587505341e-03j)  (-2.669498622417449951e-01-3.387014381587505341e-03j)  (7.827931046485900879e-01-4.656612873077392578e-10j)
 (4.579443037509918213e-01+1.117587089538574219e-08j)  (4.741884768009185791e-04+6.744168698787689209e-02j)  (4.741959273815155029e-04-6.744167208671569824e-02j)  (5.420575141906738281e-01+0.000000000000000000e+00j)
 (2.583544850349426270e-01+0.000000000000000000e+00j)  (3.067921102046966553e-02+1.728710904717445374e-02j)  (3.067921102046966553e-02-1.728710718452930450e-02j)  (7.416458725929260254e-01-5.820766091346740723e-11j)
 (3.663010001182556152e-01+0.000000000000000000e+00j)  (2.085501700639724731e-01+2.863456308841705322e-01j)  (2.085501402616500854e-01-2.863456308841705322e-01j)  (6.336995363235473633e-01+0.000000000000000000e+00j)
 (8.108528256416320801e-01-1.164153218269348145e-10j)  (6.726520508527755737e-02+2.574283257126808167e-02j)  (6.726521253585815430e-02-2.574282884597778320e-02j)  (1.891479492187500000e-01+0.000000000000000000e+00j)
