 (4.645192027091979980e-01+0.000000000000000000e+00j)  (1.140253394842147827e-01-8.634209632873535156e-02j)  (1.140253394842147827e-01+8.634209632873535156e-02j)  (5.354815721511840820e-01+1.490116119384765625e-08j)
 (2.655879259109497070e-01-7.450580596923828125e-09j)  (1.010137349367141724e-01-1.060522273182868958e-01j)  (1.010137498378753662e-01+1.060522347688674927e-01j)  (7.344143986701965332e-01+2.328306436538696289e-10j)
 (7.160432934761047363e-01+0.000000000000000000e+00j)  (-1.849772930145263672e-01-3.810971975326538086e-01j)  (-1.849772930145263672e-01+3.810971975326538086e-01j)  (2.839551568031311035e-01+0.000000000000000000e+00j)
 (5.458486080169677734e-01-1.490116119384765625e-08j)  (2.470163553953170776e-01-4.875367134809494019e-02j)  (2.470163553953170776e-01+4.875365272164344788e-02j)  (4.541515111923217773e-01+0.000000000000000000e+00j)
 (4.762043058872222900e-02+2.910383045673370361e-11j)  (2.090312540531158447e-01-7.416214328259229660e-03j)  (2.090312540531158447e-01+7.416210602968931198e-03j)  (9.523819088935852051e-01+0.000000000000000000e+00j)
 (5.200233459472656250e-01+0.000000000000000000e+00j)  (1.048122495412826538e-01-1.805286854505538940e-02j)  (1.048122644424438477e-01+1.805289834737777710e-02j)  (4.799758493900299072e-01+7.450580596923828125e-09j)
 (3.962845802307128906e-01+0.000000000000000000e+00j)  (-2.403169870376586914e-01+1.444667726755142212e-01j)  (-2.403170466423034668e-01-1.444667726755142212e-01j)  (6.037154793739318848e-01+3.725290298461914062e-09j)
 (5.175875425338745117e-01-1.490116119384765625e-08j)  (1.124612540006637573e-01-1.071239709854125977e-01j)  (1.124612689018249512e-01+1.071240007877349854e-01j)  (4.824127554893493652e-01+0.000000000000000000e+00j)
 (2.600304186344146729e-01+7.450580596923828125e-09j)  (-3.261599317193031311e-02-3.457196056842803955e-02j)  (-3.261599689722061157e-02+3.457196429371833801e-02j)  (7.399717569351196289e-01-5.820766091346740723e-11j)
 (5.890681743621826172e-01+2.980232238769531250e-08j)  (-5.125622451305389404e-02+2.028302475810050964e-02j)  (-5.125622451305389404e-02-2.028303220868110657e-02j)  (4.109329581260681152e-01+0.000000000000000000e+00j)
 (5.961296558380126953e-01+0.000000000000000000e+00j)  (5.631922930479049683e-02-1.548414863646030426e-02j)  (5.631924420595169067e-02+1.548415794968605042e-02j)  (4.038720726966857910e-01-7.334165275096893311e-09j)
 (5.199934840202331543e-01+0.000000000000000000e+00j)  (6.467245519161224365e-03+1.110699772834777832e-02j)  (6.467238068580627441e-03-1.110699772834777832e-02j)  (4.800072908401489258e-01-9.313225746154785156e-10j)
 (1.881442070007324219e-01+3.725290298461914062e-09j)  (-3.135806620121002197e-01-8.470305800437927246e-02j)  (-3.135806620121002197e-01+8.470303565263748169e-02j)  (8.118568658828735352e-01+0.000000000000000000e+00j)
 (5.232930183410644531e-01+0.000000000000000000e+00j)  (1.145521551370620728e-02+1.908406615257263184e-03j)  (1.145520806312561035e-02-1.908402889966964722e-03j)  (4.767073392868041992e-01+4.656612873077392578e-10j)
 (4.976470470428466797e-01-1.490116119384765625e-08j)  (1.052778214216232300e-02-8.175063133239746094e-02j)  (1.052778959274291992e-02+8.175063133239746094e-02j)  (5.023531913757324219e-01+1.490116119384765625e-08j)
