 (4.692617356777191162e-01+0.000000000000000000e+00j)  (-6.925135850906372070e-03+3.567013144493103027e-02j)  (-6.925139576196670532e-03-3.567014634609222412e-02j)  (5.307412147521972656e-01+0.000000000000000000e+00j)
 (4.086877703666687012e-01+0.000000000000000000e+00j)  (1.173975542187690735e-01+1.885389536619186401e-01j)  (1.173975393176078796e-01-1.885389685630798340e-01j)  (5.913155674934387207e-01-2.980232238769531250e-08j)
 (4.702510535717010498e-01-7.450580596923828125e-09j)  (-1.059590280055999756e-01-3.258919715881347656e-02j)  (-1.059590131044387817e-01+3.258918225765228271e-02j)  (5.297501683235168457e-01+0.000000000000000000e+00j)
 (4.853470921516418457e-01-1.862645149230957031e-09j)  (-2.312670946121215820e-01+3.084612786769866943e-01j)  (-2.312670946121215820e-01-3.084612488746643066e-01j)  (5.146575570106506348e-01-1.490116119384765625e-08j)
 (7.516444921493530273e-01+0.000000000000000000e+00j)  (6.694433093070983887e-02-6.354091688990592957e-03j)  (6.694433093070983887e-02+6.354090757668018341e-03j)  (2.483589649200439453e-01+1.862645149230957031e-09j)
 (3.281347751617431641e-01+2.328306436538696289e-10j)  (-1.478035934269428253e-02-3.096044622361660004e-02j)  (-1.478036027401685715e-02+3.096044808626174927e-02j)  (6.718653440475463867e-01+0.000000000000000000e+00j)
 (5.904499888420104980e-01+0.000000000000000000e+00j)  (5.947554856538772583e-02-4.227644205093383789e-02j)  (5.947554856538772583e-02+4.227644205093383789e-02j)  (4.095502793788909912e-01+1.536682248115539551e-08j)
 (5.402407646179199219e-01+0.000000000000000000e+00j)  (1.338250935077667236e-03+1.108326911926269531e-01j)  (1.338265836238861084e-03-1.108326911926269531e-01j)  (4.597577154636383057e-01+0.000000000000000000e+00j)
 (4.942234158515930176e-01-1.862645149230957031e-09j)  (-1.704001426696777344e-02-1.055194064974784851e-03j)  (-1.704001426696777344e-02+1.055194064974784851e-03j)  (5.057786107063293457e-01-1.862645149230957031e-09j)
 (5.374068021774291992e-01+0.000000000000000000e+00j)  (1.612296104431152344e-01-5.925969779491424561e-02j)  (1.612296402454376221e-01+5.925969779491424561e-02j)  (4.625931978225708008e-01-1.862645149230957031e-09j)
 (4.413826167583465576e-01+9.313225746154785156e-10j)  (1.850905418395996094e-01+5.229327082633972168e-02j)  (1.850905418395996094e-01-5.229327455163002014e-02j)  (5.586161017417907715e-01+0.000000000000000000e+00j)
 (9.833076596260070801e-01+0.000000000000000000e+00j)  (-2.190955169498920441e-02-1.570213772356510162e-02j)  (-2.190955169498920441e-02+1.570213772356510162e-02j)  (1.669304817914962769e-02+2.910383045673370361e-11j)
