 (5.763863325119018555e-01-7.683411240577697754e-09j)  (4.024301096796989441e-02+1.367150247097015381e-01j)  (4.024300351738929749e-02-1.367149949073791504e-01j)  (4.236153662204742432e-01+0.000000000000000000e+00j)
 (4.563599228858947754e-01+7.450580596923828125e-09j)  (-7.500403374433517456e-02+1.284742951393127441e-01j)  (-7.500403374433517456e-02-1.284743249416351318e-01j)  (5.436418056488037109e-01+0.000000000000000000e+00j)
 (1.413338184356689453e-01+5.820766091346740723e-11j)  (-6.120220758020877838e-03-3.228995203971862793e-02j)  (-6.120220758020877838e-03+3.228995203971862793e-02j)  (8.586617708206176758e-01+2.980232238769531250e-08j)
 (1.211260110139846802e-01+0.000000000000000000e+00j)  (-5.797180160880088806e-02-9.216847270727157593e-02j)  (-5.797179415822029114e-02+9.216847270727157593e-02j)  (8.788768649101257324e-01-3.725290298461914062e-09j)
 (6.907396316528320312e-01+0.000000000000000000e+00j)  (-1.356953084468841553e-01-2.920151650905609131e-01j)  (-1.356953084468841553e-01+2.920151650905609131e-01j)  (3.092620968818664551e-01+3.725290298461914062e-09j)
 (5.598515272140502930e-01+0.000000000000000000e+00j)  (-5.053818225860595703e-02-2.112826704978942871e-02j)  (-5.053816735744476318e-02+2.112826332449913025e-02j)  (4.401495456695556641e-01-3.725290298461914062e-09j)
 (3.561525642871856689e-01+0.000000000000000000e+00j)  (-2.478146366775035858e-02-3.905768506228923798e-03j)  (-2.478146739304065704e-02+3.905768971890211105e-03j)  (6.438485980033874512e-01+0.000000000000000000e+00j)
 (5.574101805686950684e-01+0.000000000000000000e+00j)  (2.387217432260513306e-02-2.170599251985549927e-02j)  (2.387217432260513306e-02+2.170599997043609619e-02j)  (4.425894021987915039e-01-1.862645149230957031e-09j)
 (3.598044216632843018e-01-5.820766091346740723e-11j)  (9.105090051889419556e-03+6.848894990980625153e-03j)  (9.105088189244270325e-03-6.848895922303199768e-03j)  (6.401951313018798828e-01+0.000000000000000000e+00j)
 (3.090745210647583008e-01+0.000000000000000000e+00j)  (2.804562747478485107e-01+2.184353321790695190e-01j)  (2.804562747478485107e-01-2.184353321790695190e-01j)  (6.909238100051879883e-01+0.000000000000000000e+00j)
 (5.442680120468139648e-01-1.862645149230957031e-08j)  (-1.902272850275039673e-01+7.111951708793640137e-03j)  (-1.902273148298263550e-01-7.111959159374237061e-03j)  (4.557332396507263184e-01+7.450580596923828125e-09j)
 (4.573009014129638672e-01+1.490116119384765625e-08j)  (3.713843598961830139e-02+1.905298084020614624e-01j)  (3.713842108845710754e-02-1.905298084020614624e-01j)  (5.426957011222839355e-01-1.117587089538574219e-08j)
 (4.737494587898254395e-01+0.000000000000000000e+00j)  (5.647121369838714600e-02+4.804179072380065918e-02j)  (5.647121369838714600e-02-4.804177582263946533e-02j)  (5.262497067451477051e-01+1.490116119384765625e-08j)
 (3.794194161891937256e-01+0.000000000000000000e+00j)  (7.465112954378128052e-02+6.132248044013977051e-02j)  (7.465113699436187744e-02-6.132248044013977051e-02j)  (6.205806732177734375e-01+0.000000000000000000e+00j)
 (4.698407351970672607e-01+0.000000000000000000e+00j)  (-2.526177763938903809e-01-1.948464810848236084e-01j)  (-2.526177763938903809e-01+1.948464810848236084e-01j)  (5.301604866981506348e-01+1.676380634307861328e-08j)
 (4.916944205760955811e-01-7.450580596923828125e-09j)  (-1.434480547904968262e-01+5.316607654094696045e-02j)  (-1.434480398893356323e-01-5.316606909036636353e-02j)  (5.083067417144775391e-01+0.000000000000000000e+00j)
 (7.693434357643127441e-01+0.000000000000000000e+00j)  (1.813766509294509888e-01+6.971368193626403809e-02j)  (1.813766509294509888e-01-6.971368193626403809e-02j)  (2.306576371192932129e-01+0.000000000000000000e+00j)
